,pelicula_id,overview,clstr_b,clstr_a
25644,41943,"A small-time Jewish racketeer, just out of prison, finds himself in a quandary. Returning to his old neighborhood, he finds that the streets that he and his friends once controlled have now been taken over by blacks and Hispanics. On top of that, he must try to get back with his family, who want nothing to do with him.",4.0,3.0
25680,226630,A police officer suspects that a local husband and father who has recently undergone facial surgery because of injuries received in a car accident is in reality the same man who committed a quadruple murder several years before.,4.0,3.0
25715,27460,"Marvel's hard-boiled hero is brought back to fight the menace of Hydra after exiling himself in the Yukon since the end of the Cold War. The children of the former Hydra head, Baron Von Stucker, have taken charge of the terrorist organization. Under the lead of his vicious daughter, Viper, Hydra has seized a deadly virus and threatens the destruction of America.",4.0,3.0
25730,74629,Nancy Archer has had an alien encounter and it's left her 50 ft. tall! Now she sees the men in her life from a new angle - looking down on them - and it's time to fight back.,4.0,3.0
25773,28440,"The story concerns a shipwrecked group who discover natural wonders and a gold treasure on a dangerous island populated by dinosaurs and living seaweed. Terence Stamp is the bad guy. Supposedly the most expensive film made in Spain to that point, it has an admittedly strong genre cast including Peter Cushing, Paul Naschy, and Ian Sera.",4.0,3.0
25827,40222,"Dr. Blake runs a TV show called ""Independent Thinkers"", which is sort of a Scientology-like self-help/religion program. But he's not making his audience think any more independently - with the help of an alien organism he calls The Brain, he's using brainwashing and mind control. The only thing that stands between them and world domination is a brilliant but troubled high school student with a penchant for pranks...",4.0,3.0
25834,98094,"It's a summer of fun for two teenaged boys who spend their time chasing two sisters, annoying a biker gang, and basically getting into typical sophomoric hijinks whenever they can.",4.0,3.0
25904,21393,9-year old orphan called Rasmus runs away from the orphanage. He meets a vagabond they call Paradise Oskar who likes to sing and play his accordion. Oskar makes the Rasmus world seem like a better place.,4.0,3.0
25935,27270,"900 years after a nuclear war in the USA, mankind is back to the stone ages. Amazon women rule the tribes, while the men are weak and dumb - either kept as slaves or living wild as animals. Only Korvis and a friend are intelligent enough to flee and found a tribe of their own. Will they manage to teach the women love to men again?",4.0,3.0
25961,84986,"Compilation of three short horror films: ""That's The Way To Do It"", ""Dreamhouse"" and ""Do You Believe In Fairies?"" plus some new linking material.",4.0,3.0
26034,162532,"On January 2 1899, starting from the French Soudan, a french column under the commandment of the captains Voulet and Chanoine is send against the black Sultan Rabah in what is now the Cameroun. Those captains and their african mercenary troops destroy and kill everything they find on their path. The French autority try to stop them sending orders and a second troop but the captains even kill the emissaries who are reaching them. Sarraounia, queen of the Aznas, have heared about the exactions. Clever in war tactics and in witchcraft, she decides to resist and stop those mad men.",4.0,3.0
26078,91207,"Uplifting and intimate look at the last days of an elderly cancer victim. The film is even more relevant as it was written specifically for the lead actress, Sheila Florance, who was in fact dying of cancer as she created what is essentially a self-portrait.",4.0,3.0
26112,177335,A despondent Vietnam veteran in danger of losing his livelihood is pushed to the edge when he sees Vietnamese immigrants moving into the fishing industry in a Texas bay town.,4.0,3.0
26116,76047,Three friends who haven't seen each other for seventeen years reunite and have a lot to tell about what has happened in the meantime. The film follows the friends for some time afterwards and then moves another twenty years in the future...,4.0,3.0
26121,124295,"Director Nikita Mikhalkov documents the history of Russia from 1980 to 1991 by annually asking his daughter Anna such questions as ""What do you love the most?"", ""What scares you the most?"", ""What do you want above anything"" and ""What do you hate the most?""",4.0,3.0
26140,27740,"Joe Weber is an anthropologist who takes his son on a trip to the New England town of Salem's Lot unaware that it is populated by vampires. When the inhabitants reveal their secret, they ask Joe to write a bible for them.",4.0,3.0
26147,71181,"When the peaceful Morris family move to a small town and buy the town grocery store, they run afoul of the Cullen family. The Cullen's have been bullying the town's folk for years, and now they are harassing the Morris family every chance they get. Matt meanwhile meets and starts seeing a lot of Becky who also likes him. Unfortunately her last name is Cullen, and when the rest of the family finds out about their relationship, they decide to get even, and their harassment is elevated to vicious assault.",4.0,3.0
26172,109565,A demon is trapped in a monastery. 400 years later a young girl arrives at the monastery to study.,4.0,3.0
26203,237202,"In the days following the D-Day invasion in Normandy, France, a British platoon leader named Saul (Gabriel Byrne) and his corporal (Paul Wyett) reach an isolated farmhouse and encounter a beautiful French girl named Belle (Marianne Basler). Love blooms between Saul and Belle, but the grim realities of war catch up with them when a French Resistance trio claims that Belle is a Nazi collaborator. Judge Reinhold appears briefly as the token Yank.",4.0,3.0
26273,52315,An American tourist (Kimberley Kates) lands in a Slavic prison run by a twisted woman (Brigitte Nielsen) and the U.S. ambassador (Paul Koslo).,4.0,3.0
26291,83613,"A motorcycle gang kidnaps a young woman, Josie, from a diner and brutally kills her. Many years later, the girl's father finds a magic crystal that can bring the life back to dead objects. He uses it to re-animate his daughter. He lets her seduce any young man that comes to visit the small town and then kills them. Four young students, two boys and two girls spend a vacation near the town, Hellgate. They hear about the story and get involved.",4.0,3.0
26292,108933,Jason (David Naughton) moves into an abandoned train car where he resurrects the vicious ghost of his landlady's dead husband... The Mister. After some near-fatal encounters with the violent specter he seeks local exorcist Vincent Tuttle (Kevin McCarthy).,4.0,3.0
26311,38084,"Detective Lucas McCarthy finally apprehends ""Meat Cleaver Max"" and watches the electric chair execution from the audience. But killing Max Jenke only elevated him to another level of reality. Now Lucas' family is under attack, his sanity in question, and his house haunted. Aided by a disreputable college professor, can Lucas reclaim his mind, house, and family? Features Lance Henriksen as the Lucas McCarthy and Brion James as Max Jenke. One of the few movies featuring these actors as main characters.",4.0,3.0
26331,52318,"3 young friends are on vacation in Spain, until weird things begin to occur and then a man from NASA tells them what's really going on: Dangerous Alien Organisms from the Apollo 14 Moon Mission, which was tested on animals on SkyLab. But then the organisms fell to earth with SkyLab and they are now starting to infect people by brutally killing them off. And these 3 friends and NASA scientist must get an antidote from a NASA Lab nearby and save themselves and the rest of the world.",4.0,3.0
26436,124124,A woman tormented by ghostly apparitions and a professor of psychic phenomena investigate other-worldly disturbances and unlock the secret of a malevolent force reaching out for vengeance from beyond the grave.,4.0,3.0
26453,142946,"A jewel thief steals a sacred ruby which sets off a chase by the police, the Turkish government, nutty American terrorists, and the CIA.",4.0,3.0
26459,46314,"Hugo, the one-of-a-kind jungle animal, is snatched away from his home for a second time in another attempt for him to become an animal actor. Meanwhile, he's reunited with Rita the kind, streetwise fox. Finding that life in front of and behind the camera isn't so bad, he grows more unaccustomed to wild life once he escapes and slowly weakens his relationship with Rita.",4.0,3.0
26460,46314,"Hugo, the one-of-a-kind jungle animal, is snatched away from his home for a second time in another attempt for him to become an animal actor. Meanwhile, he's reunited with Rita the kind, streetwise fox. Finding that life in front of and behind the camera isn't so bad, he grows more unaccustomed to wild life once he escapes and slowly weakens his relationship with Rita.",4.0,3.0
26468,36523,"In another dimension, the villainous scientist Duke of Zill, with the help of his mechanical, geometric army, ultimately takes over the golden kingdom of Oriana, where Duke has just escaped exile! But Felix the Cat must bravely save Princess Oriana and restore order once again, from her terrible Uncle Zill and his smoke-belching mechanical troops before he can put his sinister plot into action!",4.0,3.0
26553,55069,Sometimes the easiest jobs get a little complicated,4.0,3.0
26617,25752,A girl called Hannah goes back to her hometown (Gatlin) to find out who her mother but on the way she picks up a strange man who fore-shadows her life with a passage from the bible. When she gets there she wakes up Isaac from a coma he has been in for 19 years. Isaac is awake and wants to fulfill the final prophecy.,4.0,3.0
26618,25752,A girl called Hannah goes back to her hometown (Gatlin) to find out who her mother but on the way she picks up a strange man who fore-shadows her life with a passage from the bible. When she gets there she wakes up Isaac from a coma he has been in for 19 years. Isaac is awake and wants to fulfill the final prophecy.,4.0,3.0
26619,25751,"Six college students take a wrong turn and find themselves lost in a strangely deserted rural town... only to discover that this deceptively quiet place hides a murderous cult of children controlled by evil forces. Yet even as bodies begin cropping up all around them, the young friends decide to stay and rescue the children... or die trying.",4.0,3.0
26620,25751,"Six college students take a wrong turn and find themselves lost in a strangely deserted rural town... only to discover that this deceptively quiet place hides a murderous cult of children controlled by evil forces. Yet even as bodies begin cropping up all around them, the young friends decide to stay and rescue the children... or die trying.",4.0,3.0
26626,55596,"Elizabeth is the star of a successful cooking show and author of several cookbooks. But when her manager, Alexander sees forest ranger Jefferson, who lost his cabin in a fire, comment on TV about wishing he could get a home-cooked Christmas dinner, he arranges for a special live show on Christmas, for Elizabeth to cook him Christmas Dinner. Only Elizabeth can't cook, and trying to keep Jefferson and the viewing public from finding out on a live show may be a little difficult.",4.0,3.0
26633,119213,"A jewel thief moves towards a reunion of revenge with his lover, who pushed him out of their speeding getaway car.",4.0,3.0
26640,61415,"Revolutionary French New Wave director Jean-Luc Godard conducts a twenty-five minute interview with influential and acclaimed American director Woody Allen on the cultural radiation, the ubiquity and significance of Television, and how Television compares with cinema as a medium and form of expression.",4.0,3.0
26647,154188,A satirical and delirious short which sums up the obsessions of João Cesar Monteiro: film-making and… young women.,4.0,3.0
26697,50114,"The story of Mike Tyson. From his early days as a 12 year old amateur with a powerful punch, to the undisputed title of ""Heavyweight Champion of the World"", and ultimately to his conviction for rape. The story of his turbulent life moves quickly, never focusing for long on anything in particular.",4.0,3.0
26700,41842,"Ivan is old Russia: thick, dour, hard-working, often brutish; he misses Communism. He drives a taxi and one night meets Alexi, a new Russian, a musician, an alcoholic, irresponsible. Alexi stiffs Ivan for the fare, so Ivan tracks him down and a love-hate relationship ensues. When Alexi lets the bath water run over in Ivan's flat and Ivan must pay 500 rubles for repairs, he tries to force Alexi into day labor to repay him. It's hopeless. Then, suddenly, Alexi is discovered, goes on a jazz tour of America, becomes a celebrity, and returns in triumph. Ivan longs to renew the friendship, and it looks as if he may get what he wants.",4.0,3.0
26705,91580,"Dustin, an aspiring painter meets this woman named Christiane. Dustin is on a search for love, sex, and inspiration. When Christiane dumps him and disapears as quickly as she dropped in, Dustin embarks on an obsessive search in Southern California to search for her.",4.0,3.0
26716,160019,"The crew of the nuclear submarine USS Ulysses rescues supposed victims of a boat disaster, but the victims turn out to be terrorists intent on capturing nuclear weapons aboard the sub. Only a former SEAL, now a submarine consultant, can save the crew by sliding aboard while the sub is underwater. The term ""crash dive"" refers to the sudden dropping of a sub to escape detection, an act that a nuclear sub is never supposed to make. Of course, it comes into play in this film.",4.0,3.0
26731,57738,"A man and a woman go out on a ""big"" third date. He's ashamed to admit he just lost his job, and she's afraid he'll run away if he finds out that she has a kid. Small lies lead to bigger ones and the night gets crazy very soon.",4.0,3.0
26736,25391,"Prepare yourself for the all too deadly future. Cash, the heroine of Cyborg 2, is living safe in the free zone. But not for long. Biomechanical problems are taking down her systems and a visit to a doctor in Silica confirms her worst fears. She is more then a marvel of cyborg technology. She is the first of her kind to become a creator-she is pregnant.",4.0,3.0
26737,25391,"Prepare yourself for the all too deadly future. Cash, the heroine of Cyborg 2, is living safe in the free zone. But not for long. Biomechanical problems are taking down her systems and a visit to a doctor in Silica confirms her worst fears. She is more then a marvel of cyborg technology. She is the first of her kind to become a creator-she is pregnant.",4.0,3.0
26738,25391,"Prepare yourself for the all too deadly future. Cash, the heroine of Cyborg 2, is living safe in the free zone. But not for long. Biomechanical problems are taking down her systems and a visit to a doctor in Silica confirms her worst fears. She is more then a marvel of cyborg technology. She is the first of her kind to become a creator-she is pregnant.",4.0,3.0
26739,64160,"A fancy, loner cop loses his partner to a crazed terrorist during a hostage rescue. He settles for the terrorist going to Death Row in jail. What Jack doesn't know is that the terrorist will be taken and turned into a cyborg for the ""Anti-Terrorist Group"". When the Cyborg ""Spartacus"" wakes up accidentally, he kills the scientists and their guests, then goes to set things up for a Cyborg Empire. Only Jack and a few friends know how to stop",4.0,3.0
26740,64160,"A fancy, loner cop loses his partner to a crazed terrorist during a hostage rescue. He settles for the terrorist going to Death Row in jail. What Jack doesn't know is that the terrorist will be taken and turned into a cyborg for the ""Anti-Terrorist Group"". When the Cyborg ""Spartacus"" wakes up accidentally, he kills the scientists and their guests, then goes to set things up for a Cyborg Empire. Only Jack and a few friends know how to stop",4.0,3.0
26741,64161,A cop tries to stop a scientist's experiments to turn students into cyborg-mercenaries. Contains violence and strong language.,4.0,3.0
26742,64161,A cop tries to stop a scientist's experiments to turn students into cyborg-mercenaries. Contains violence and strong language.,4.0,3.0
26743,64161,A cop tries to stop a scientist's experiments to turn students into cyborg-mercenaries. Contains violence and strong language.,4.0,3.0
26772,40661,"Kickboxing champion Matt Reeves witnesses the murder of his friend Johnny. While investigating the crime, he learns that a Mr. Negaal in South Africa has founded a new kickboxing association and does not leave international champions much of a chance. Johnny had to pay with his life when he did not want to join. Neegal seems to kill everybody who is in his way especially David Sloan from the previous Kickboxer films. Matt is on his own now, but suddenly finds an unexpected ally.",4.0,3.0
26773,40661,"Kickboxing champion Matt Reeves witnesses the murder of his friend Johnny. While investigating the crime, he learns that a Mr. Negaal in South Africa has founded a new kickboxing association and does not leave international champions much of a chance. Johnny had to pay with his life when he did not want to join. Neegal seems to kill everybody who is in his way especially David Sloan from the previous Kickboxer films. Matt is on his own now, but suddenly finds an unexpected ally.",4.0,3.0
26774,40661,"Kickboxing champion Matt Reeves witnesses the murder of his friend Johnny. While investigating the crime, he learns that a Mr. Negaal in South Africa has founded a new kickboxing association and does not leave international champions much of a chance. Johnny had to pay with his life when he did not want to join. Neegal seems to kill everybody who is in his way especially David Sloan from the previous Kickboxer films. Matt is on his own now, but suddenly finds an unexpected ally.",4.0,3.0
26778,85910,"The Rolling Stones’ record-breaking 1981 arena tour explodes onto DVD from director Hal Ashby (SHAMPOO). Featuring the biggest Rolling Stones songs from the first 20 years, LET'S SPEND THE NIGHT TOGETHER gives, in the words of Mick Jagger, “a feel of what it’s like to be there” as 20 cameras take you onstage with the band in this groundbreaking, dynamic tour.",4.0,3.0
26794,251260,A put-upon Jewish deli owner in Brooklyn dreams of getting out from underneath the thumb of his domineering father and his haughty fashion-model girlfriend by buying his own restaurant in midtown Manhattan.,4.0,3.0
26800,35632,"A CIA agent is sent to get Professor Braun before the KGB can seize him as the Prof's knowledge, together with a recently stolen diamond, could be used to make a laser cannon.",4.0,3.0
26838,78522,A coven of devil-worshiping monks living in New York City search for victims for their sacrificial ceremonies.,4.0,3.0
26874,202744,"A choreographer who believes that he was reincarnated believes that his present wife possesses the soul of his wife in his previous wife, a ballerina.",4.0,3.0
26950,21811,"Rival groups in a skiing school do battle on and off the piste. One gang are rich and serious, the other group are party animals.",4.0,3.0
26952,22585,Pops isn't worried about the renewal of the lease for his ski lodge - the safety record is unblemished in spite of the crew of misfits who make up his ski patrol. But a scheming land developer has other plans and the ski patrol is thrust into a skiing showdown in order to save Pops' mountain.,4.0,3.0
27059,90816,A group of adventurers are gathered together to retrieve some mystical gems which are in the possession of a deadly cult.,4.0,3.0
27068,33838,"The cuddly Care Bears star in this charming feature-length adaption of the classic story of Alice in Wonderland. A young girl named Alice and the Care Bears travel together into the whimsical land of the Mad Hatter and the March Hare. In this magical story about friendship and trust, Alice and the Care Bears try to thwart an evil wizard's attempt to become the King of Wonderland.",4.0,3.0
27069,33838,"The cuddly Care Bears star in this charming feature-length adaption of the classic story of Alice in Wonderland. A young girl named Alice and the Care Bears travel together into the whimsical land of the Mad Hatter and the March Hare. In this magical story about friendship and trust, Alice and the Care Bears try to thwart an evil wizard's attempt to become the King of Wonderland.",4.0,3.0
27078,87235,"Garvey is a San Francisco pawnshop operator. His unemployed and criminal friends Dillard, Turtle, and Weslake, team up with Boardwalk, a local pimp, to burgle Garvey's shop while the owner is out of town. During the elaborate planning process, Dillard falls for a Hispanic woman, the sister of a friend. Also, Boardwalk is assigned to case a local apartment, where he meets and falls for the maid. Amidst all these romantic hijinks, Weslake puts together a burglary plan, which is executed by the makeshift gang.",4.0,3.0
27113,83451,Documentary by Jean-Pierre Gorin about twin girls who spontaneously developed their own unique language as children.,4.0,3.0
27127,40102,"A deeply disturbed photographer and Vietnam veteran, named Kirk Smith, terrorizes Los Angeles by going around strangling lingerie-clad young women in their homes while taunting Lindsay Gale, a young psychologist, by calling her on a radio call-in show to describe his sexual hang-ups and misogynistic ways, while a local police detective, Lt. McCable, is always two steps behind in trying to catch the psycho.",4.0,3.0
27131,88107,"Two beefed-up twins (played by the Paul brothers, Peter and David, who have appeared in several programmers as The Barbarian Brothers) operating on opposing sides of the law, team up to stop a nefarious crook in this actioner. Peter Jade is a notoriously arrogant burglar who ends up with the key to an enormous underground cache of diamonds. David Jade is a cop who joins forces with Peter after greedy Philip Chamberlain, wanting the diamonds for himself, kills David's partner",4.0,3.0
27150,66018,"Set around the turn of the century in China, the White Lotus Society plots to put the next Emperor on the throne. To do this they want their protege to marry the Princess Sun Yu who possesses an important jade ring. They dispatch Yueng Kwan to fetch her. However, Yueng Kwan is a patriot, working for the revolutionary forces of Sun Yat Sen. He abducts Sun Yu and finds refuge with the father of the future hero Wong Fei Hung.",4.0,3.0
27151,66018,"Set around the turn of the century in China, the White Lotus Society plots to put the next Emperor on the throne. To do this they want their protege to marry the Princess Sun Yu who possesses an important jade ring. They dispatch Yueng Kwan to fetch her. However, Yueng Kwan is a patriot, working for the revolutionary forces of Sun Yat Sen. He abducts Sun Yu and finds refuge with the father of the future hero Wong Fei Hung.",4.0,3.0
27152,66018,"Set around the turn of the century in China, the White Lotus Society plots to put the next Emperor on the throne. To do this they want their protege to marry the Princess Sun Yu who possesses an important jade ring. They dispatch Yueng Kwan to fetch her. However, Yueng Kwan is a patriot, working for the revolutionary forces of Sun Yat Sen. He abducts Sun Yu and finds refuge with the father of the future hero Wong Fei Hung.",4.0,3.0
27189,38636,"As the popularity of the Dancing Outlaw grew after the release of his biographical documentary, Jesco White was asked by comedian Tom Arnold to perform on the television show Roseanne. He traveled to Los Angeles for the performance, which was chronicled in the 1994 short film Dancing Outlaw 2: Jesco Goes To Hollywood - directed by Jacob Young.",4.0,3.0
27282,58200,"After someone is killed in the subterranean project called ""Shadowzone,"" a NASA captain is called in to investigate. In the project, sleeping subjects are induced into a deep EDS state whereby they become portals to a parallel universe. Unfortunately this causes adverse reactions in the subject, and something gets through the portal, the consequence of which is an attrition problem.",4.0,3.0
27288,17135,"After earth is taken over by an army of robots, the small number of humans left are forced into hiding. In the nuclear winter, only droids walk the face of the earth, in fear of the rumored human resurgence, and in search of a hidden cache of weapons. One robot, his evil circuits destroyed, enters a small town where a robot civil war is taking place.",4.0,3.0
27298,17792,"Damien Thorn is dead, but his prophecy is reborn in a girl named Delia, who is adopted by two attorneys, Gene &amp; Karen York. When Karen realises her baby was born under suspicious circumstances, she hires a private investigator to find Delia's real parents. A series of bizarre accidents occur, and Karen begins to suspect everyone of conspiring her as she unravels the truth about her baby.",4.0,3.0
27299,17792,"Damien Thorn is dead, but his prophecy is reborn in a girl named Delia, who is adopted by two attorneys, Gene &amp; Karen York. When Karen realises her baby was born under suspicious circumstances, she hires a private investigator to find Delia's real parents. A series of bizarre accidents occur, and Karen begins to suspect everyone of conspiring her as she unravels the truth about her baby.",4.0,3.0
27300,17792,"Damien Thorn is dead, but his prophecy is reborn in a girl named Delia, who is adopted by two attorneys, Gene &amp; Karen York. When Karen realises her baby was born under suspicious circumstances, she hires a private investigator to find Delia's real parents. A series of bizarre accidents occur, and Karen begins to suspect everyone of conspiring her as she unravels the truth about her baby.",4.0,3.0
27306,39195,"A young man finds out that his parents had been used in an atomic-weapons experiment shortly before he was born, and that the results have had some unexpected effects on him.",4.0,3.0
27307,78247,"A young girl travels to Cairo to visit her father, and becomes unwillingly involved with a bizarre sadomasochistic cult led by the charismatic Paul Chevalier, who is a descendant of the Marquis de Sade.",4.0,3.0
27323,99361,A gas station becomes the center of social life in the village after six Swedish girls start working there.,4.0,3.0
27390,83007,"A young couple's wedding ceremony is brutally interrupted when a pair of outlaw brothers arrive and massacre almost everyone in sight. They kidnap the beautiful young bride and leave her husband for dead. Luckily, he only sustains a flesh wound and quickly saddles up to track down the brothers before they sell his wife and a group of other women at an auction to a group of Mexican brothel owners.",4.0,3.0
27396,42710,A homicidal maniac is accidentally released from a hospital because of a computer error and heads to the site (a sorority) of his past murders to continue his penchant for mayhem.,4.0,3.0
27400,29542,"Virgil, an eccentric freak billionaire, spends his days being a ""biological inventor."" The ""blood dolls,"" his newest creation, aid him in getting revenge on those who betrayed him.",4.0,3.0
27414,60629,A country/western singer on a trip through the Tennessee mountains runs into a reclusive backwoodsman--and a witch.,4.0,3.0
27464,53342,"Rome, Italy, early 1980s. A guy who worked at the Blue Gay, a transvestite cabaret, is found murdered, strangled. Marshal Nico Giraldi (Tomas Milian) is responsible for investigating, infiltrating the Roman Gay community.",4.0,3.0
27466,82083,"Funny, entertaining comedy with a few storylines. All of them have one thing in common - a resort town of Rimini in Italy.",4.0,3.0
27508,44936,"Four backpackers decide to take a hike in the mountains of Utah. But within the woods lurks a killer. But who...or what...is it? The lazy local sheriff blames bears. But the escalating body count seems to point to a human killer. Ignoring the warning signs, our campers remain lost in the woods...alone...awaiting their fate.",4.0,3.0
27528,243856,"Terrorists attempt to disrupt the Atlanta Olympics by kidnapping the U.S. women's swim team. If their demands are not met, the team will be executed. Only janitor Jack Bryant, a former Olympic gymnast champion of Tae Kwon Do felled by injuries and alcoholism knows of their real plans. And only he, with the guidance of former terrorist-fighter Leo, can stop them.",4.0,3.0
27533,71841,"Rebel without a cause or a clue at an elite but uptight college discovers some of his classmates have formed an even more elite clique more or less hell-bent on ridding the school, and quite possibly American society, of what they deem to be its undesirables because of ethnicity, politics, etc. Our hero recruits a teacher and some other ""less desirable"" classmates to undermine the elitists, and, naturally, things get quite violent.",4.0,3.0
27543,36294,"When Redwood Federal Penitentiary closes, there are going to be several hundred prisoners looking for a new home. Several of the most dangerous, all killers, will be transported by train to Santa Ana, a new high tech prison for the worst of the worst. Included in this transfer are: -Ian Kelly, explosions expert who has set off terrorist bombings worldwide. -Lorenzo ""Enzo"" Martini, a mafia kingpin who enjoyed nationwide fame before finally being put away. -Karl ""The Killer"" Miller, a serial killer with absolutely no conscience and an unquenchable thirst for blood. -Tommy ""Zimm"" Zimmer, a man who's serving life for killing his wife and her lover. -Luke Sinclair, who's finishing up the last nine months of a fifteen-year sentence for killing the man who murdered his wife. When the prisoners, under heavy security, board the last car of the train, it quickly becomes clear that an escape plan has been hatched",4.0,3.0
27555,131903,Divorced couple Charlie and Lisa Hunter once a song writing team decide to spend a weekend in the French countryside to inspire them to write one last song together. But there is one person who isn't too crazy about the idea... Charlie's fiance!,4.0,3.0
27570,33990,"Six misfit schoolgirls at an all-girl Catholic high school, left alone at the school for Easter week, get mixed up with the occult and witchcraft after an old Satanic temple is found underneath the church where they attend as well as an old book of black magic spells for conjuring up an ancient demon from the pits of Hell. Janie, the most characteristic and cruelest of the girls, takes charge of the group and plots to resurrect the demon using a series of black arts spells, while one innocent girl, Faith, has a change of heart and tries to stop them from completing their spell which also includes a human sacrifice.",4.0,3.0
27604,64666,"Joan Barnard (Elvire Audray, AMAZONIA: THE KATHERINE MILES STORY), wife of archeologist Arthur Barnard (John Saxon, ENTER THE DRAGON), is being plagued by nightmares of ritualistic deaths within an ancient Etruscan tomb. Unsettling as they are, these dreams have also been unconsciously providing Joan with detailed knowledge of a lost temple that her husband has only just recently discovered. While talking on the phone about her violent and vivid dreams, Joan's life is forever altered, as she is forced to listen as her husband is murdered, his head nearly twisted off. Determined to uncover her husband's killer and get to the bottom of her hallucinogenic, maggot infested visions, Joan travels to the site of Arthur’s most recent excavation, escorted by her friend and colleague Mike Grant (Paolo Malco, THE HOUSE BY THE CEMETERY) uncovering a web of murder and mysticism.",4.0,3.0
27605,67221,A story about a cyborg who is programmed to kill a scientist who holds the fate of mankind in his hands.,4.0,3.0
27606,84729,"It is 1942 and the conflict between the U.S. and Germany is getting heated, U.S. Intelligence soon discovers that the Natzis are planning to capture Winston Churchill.  In order to protect him they send commando Al Cooper to guard Churchill who is going by train to Casablanca where he will meet with Roosevelt and Stalin.",4.0,3.0
27626,70984,"A young boy sees his father killed by a toy that was anonymously delivered to his house. After that, he is too traumatized to speak, and his mother must deal with both him and the loss of her husband. Meanwhile, a toy maker named Joe Peto builds some suspicious-looking toys, and a mysterious man creeps around both the toy store and the boy's house...but who is responsible for the killer toys?",4.0,3.0
27627,70984,"A young boy sees his father killed by a toy that was anonymously delivered to his house. After that, he is too traumatized to speak, and his mother must deal with both him and the loss of her husband. Meanwhile, a toy maker named Joe Peto builds some suspicious-looking toys, and a mysterious man creeps around both the toy store and the boy's house...but who is responsible for the killer toys?",4.0,3.0
27630,85654,"A young woman from a Catholic school and a young man from a nearby prison camp fall in love and run away together to escape the law, the church and their parents.",4.0,3.0
27682,75298,"A story of a Moscow's apartment building that is slowly falling apart, literally. First, the hot water has been cut off by an old man from Asia, who could not stand it being wasted. Then the roof is starting to collapse. Finally, the electricity has been cut off. All the tenants of the building, no matter how different they were, find themselves in the same situation.",4.0,3.0
27692,16365,"In the not too distant future, a new deadly sport is the only way to stop a war that will kill millions. Fix (Snipes) is the creator of the sport, but the spotlight has always been on Ramzey (Cain), this hothead must use this game to stop the Revolution.",4.0,3.0
27707,31609,"Get Out of My Room, was a mockumentary in the style of This Is Spinal Tap, written and directed by Cheech Marin. In the film, he and Tommy Chong are shown attempting to finish a ""video album"" for their novelty record Get Out of My Room.",4.0,3.0
27708,31609,"Get Out of My Room, was a mockumentary in the style of This Is Spinal Tap, written and directed by Cheech Marin. In the film, he and Tommy Chong are shown attempting to finish a ""video album"" for their novelty record Get Out of My Room.",4.0,3.0
27718,42012,"In this sequel, Scott Wylde, an American kickboxer, must go to Cambodia to rescue his Vietnamese girlfriend from Russian and Vietnamese troops.",4.0,3.0
27719,42012,"In this sequel, Scott Wylde, an American kickboxer, must go to Cambodia to rescue his Vietnamese girlfriend from Russian and Vietnamese troops.",4.0,3.0
27929,24745,"Times are hard in 1846 London and one must make do. Nellie Lovett adds something extra to the meat pies she peddles on Fleet Street. The secret ingredient: freshly murdered victims of her partner in crime, barber Sweeney Todd. Composer/lyricist Stephen Sondheim refashions a macabre tale into a musical masterwork in this dazzling performance of the 1979 Broadway hit originally staged by Harold Prince. In her Tony-winning role, Angela Lansbury plays Nellie. George Hearn turns his stage role of twisted Sweeney into an Emmy-winning triumph. The score coils around itself in every-tightening spirals. The lines ripple with black humor and madness. Enter Sweeney's tonsorial parlor. Attend the tale.",4.0,3.0
27947,27770,Jon Porter returns to his hometown after the sudden and bizarre death of his mother. He hopes to leave as soon as the funeral is over but it's too late. The sinister forces that caused his sister's brutal murder 30 years ago are back. Jon knows the nightmare can't continue. He must stand up to his fear and exorcise the demons who have risen again to take posession of his beautiful teenage daughter - body and soul.,4.0,3.0
27948,37526,"Dr. Caine, the murdering dentist from the original movie, has escaped from the mental hospital where he has been since being caught. Hoping to resume a normal life, he makes his way to a quiet Midwestern town under a false name and takes on the responsibilities of the town dentist Things are starting to look up for Caine, until the day when he catches his new love in the arms of someone else. Just as in the first movie, this sends him back over the edge and into another homicidal rampage, with his unfortunate patients bearing the brunt of his hostility.",4.0,3.0
27949,37526,"Dr. Caine, the murdering dentist from the original movie, has escaped from the mental hospital where he has been since being caught. Hoping to resume a normal life, he makes his way to a quiet Midwestern town under a false name and takes on the responsibilities of the town dentist Things are starting to look up for Caine, until the day when he catches his new love in the arms of someone else. Just as in the first movie, this sends him back over the edge and into another homicidal rampage, with his unfortunate patients bearing the brunt of his hostility.",4.0,3.0
27993,209369,"Paul Watkins (Michael Paré) is an American pilot stationed in the Middle East, who is taken away from his normal duties of protecting the skies to show an actor everything he needs to know about being a pilot in the Air Force. The actor, Tom Slade (Anthony Michael Hall), is about to start filming an Air Force movie and wants to ""get the feeling"" for the part. When Watkins takes Slade for a ride in an F-16 fighter, some other American jets are attacked and the pair comes to the rescue. However, it does not go according to the plan.",4.0,3.0
27996,86131,"A priest and his wife adopt a brother and sister, but the girl has terrible outbursts of rage.",4.0,3.0
28000,64084,A vengeful widow is out to seduce the relatives of the man she blames for her husband's death.,4.0,3.0
